id,secu_code,market_code,entry_index,strategy_type,strategy_item,strategy_code,strategy_name,strategy_version,entry_price,entry_time,status
﻿32e5204983f24b8299,03301,2,0,FINX,0,pbroejiazhitouzi,PB-ROE价值投资,rc20200616,7.11,2020-06-20,0
﻿a689e77997804ad8ac,01919,2,1,FINX,0,pbroejiazhitouzi,PB-ROE价值投资,rc20200616,2.35,2020-06-20,0
﻿13b5a4a784724b8fb5,03883,2,2,FINX,0,pbroejiazhitouzi,PB-ROE价值投资,rc20200616,9.93,2020-06-20,0
﻿9b5d50c7916040259d,01986,2,3,FINX,0,pbroejiazhitouzi,PB-ROE价值投资,rc20200616,1.23,2020-06-20,0
﻿0c9b6403148f4d8fa2,02007,2,4,FINX,0,pbroejiazhitouzi,PB-ROE价值投资,rc20200616,10.02,2020-06-20,0
﻿c6d0d4b1caf8441d81,01238,2,5,FINX,0,pbroejiazhitouzi,PB-ROE价值投资,rc20200616,4.59,2020-06-20,0
﻿26e5c82e091a4b87ac,01339,2,6,FINX,0,pbroejiazhitouzi,PB-ROE价值投资,rc20200616,2.49,2020-06-20,0
﻿bae8a1dfa10d4736b5,00884,2,7,FINX,0,pbroejiazhitouzi,PB-ROE价值投资,rc20200616,6.42,2020-06-20,0
﻿dde2620e27e040d598,01233,2,8,FINX,0,pbroejiazhitouzi,PB-ROE价值投资,rc20200616,15.02,2020-06-20,0
﻿38bc6d26f6354b4cb1,00656,2,9,FINX,0,pbroejiazhitouzi,PB-ROE价值投资,rc20200616,10.04,2020-06-20,0
﻿f23ca812308e4621a3,00733,2,0,FINX,1,xiaopanjiazhitouzi,小盘价值投资,rc20200616,1.7,2020-06-20,0
﻿938f60df020248e7a8,02868,2,1,FINX,1,xiaopanjiazhitouzi,小盘价值投资,rc20200616,1.48,2020-06-20,0
﻿a616fd774d3940c093,01361,2,2,FINX,1,xiaopanjiazhitouzi,小盘价值投资,rc20200616,0.99,2020-06-20,0
﻿c97f27fb914e48208f,00732,2,3,FINX,1,xiaopanjiazhitouzi,小盘价值投资,rc20200616,0.75,2020-06-20,0
﻿c16aef4bb535403b8f,02009,2,4,FINX,1,xiaopanjiazhitouzi,小盘价值投资,rc20200616,1.62,2020-06-20,0
﻿be45e41eb18d4e448b,02866,2,5,FINX,1,xiaopanjiazhitouzi,小盘价值投资,rc20200616,0.77,2020-06-20,0
﻿fd4c82d351a8488cb7,01086,2,6,FINX,1,xiaopanjiazhitouzi,小盘价值投资,rc20200616,0.96,2020-06-20,0
﻿3992e004d28349c3aa,01561,2,7,FINX,1,xiaopanjiazhitouzi,小盘价值投资,rc20200616,2.64,2020-06-20,0
﻿edaefd64be4c4998b3,00086,2,8,FINX,1,xiaopanjiazhitouzi,小盘价值投资,rc20200616,3.06,2020-06-20,0
﻿b8d67dbd728f49df99,02198,2,9,FINX,1,xiaopanjiazhitouzi,小盘价值投资,rc20200616,1.98,2020-06-20,0
﻿7399edc6b59a42c496,03378,2,0,FINX,2,chengzhangtouzi,成长投资,rc20200616,0.65,2020-06-20,0
﻿d7a50dd483f544d7ad,01898,2,1,FINX,2,chengzhangtouzi,成长投资,rc20200616,1.92,2020-06-20,0
﻿a04d0fd9cdc04f33b1,03396,2,2,FINX,2,chengzhangtouzi,成长投资,rc20200616,8.96,2020-06-20,0
﻿24c2bd3f4bc1469d84,00754,2,3,FINX,2,chengzhangtouzi,成长投资,rc20200616,8.55,2020-06-20,0
﻿72f1b73a6ed54a52be,00733,2,4,FINX,2,chengzhangtouzi,成长投资,rc20200616,1.7,2020-06-20,0
﻿715eed355a2e413597,03301,2,5,FINX,2,chengzhangtouzi,成长投资,rc20200616,7.11,2020-06-20,0
﻿12d5f792a2ce454584,00732,2,6,FINX,2,chengzhangtouzi,成长投资,rc20200616,0.75,2020-06-20,0
﻿3b913e97d2c54dab81,01361,2,7,FINX,2,chengzhangtouzi,成长投资,rc20200616,0.99,2020-06-20,0
﻿22889fee0d60497abe,01366,2,8,FINX,2,chengzhangtouzi,成长投资,rc20200616,0.32,2020-06-20,0
﻿ac4f96a3bd35425eaf,01086,2,9,FINX,2,chengzhangtouzi,成长投资,rc20200616,0.96,2020-06-20,0
﻿8028a1c0434a47919e,01986,2,0,FINX,3,xianjinweiwangtouzi,现金为王投资,rc20200616,1.23,2020-06-20,0
﻿7c7affe68c564c42ac,01898,2,1,FINX,3,xianjinweiwangtouzi,现金为王投资,rc20200616,1.92,2020-06-20,0
﻿68e33c8dff9341918e,01919,2,2,FINX,3,xianjinweiwangtouzi,现金为王投资,rc20200616,2.35,2020-06-20,0
﻿903f023dbcee4057b6,00182,2,3,FINX,3,xianjinweiwangtouzi,现金为王投资,rc20200616,0.32,2020-06-20,0
﻿794a227752e24434b0,02233,2,4,FINX,3,xianjinweiwangtouzi,现金为王投资,rc20200616,1.52,2020-06-20,0
﻿a03341890b85456ca8,01238,2,5,FINX,3,xianjinweiwangtouzi,现金为王投资,rc20200616,4.59,2020-06-20,0
﻿5a0aadae10ec4452a0,03337,2,6,FINX,3,xianjinweiwangtouzi,现金为王投资,rc20200616,0.44,2020-06-20,0
﻿f374346f5c7b45afae,02686,2,7,FINX,3,xianjinweiwangtouzi,现金为王投资,rc20200616,1.06,2020-06-20,0
﻿aed6a62dde25400bb3,01558,2,8,FINX,3,xianjinweiwangtouzi,现金为王投资,rc20200616,14.88,2020-06-20,0
﻿6bac186738a84bba90,00956,2,9,FINX,3,xianjinweiwangtouzi,现金为王投资,rc20200616,1.93,2020-06-20,0
﻿c9db1a4e17684289b8,00832,2,0,FINX,4,gaoguxijiazhitouzi,高股息价值投资,rc20200616,3.82,2020-06-20,0
﻿adddcabab08e467ba4,03339,2,1,FINX,4,gaoguxijiazhitouzi,高股息价值投资,rc20200616,2.44,2020-06-20,0
﻿8c972b790bf64e079b,00034,2,2,FINX,4,gaoguxijiazhitouzi,高股息价值投资,rc20200616,8.62,2020-06-20,0
﻿9ce8737c69af4d4f8f,01238,2,3,FINX,4,gaoguxijiazhitouzi,高股息价值投资,rc20200616,4.59,2020-06-20,0
﻿a28ebfc793f74aba9e,03301,2,4,FINX,4,gaoguxijiazhitouzi,高股息价值投资,rc20200616,7.11,2020-06-20,0
﻿8e8e37888dfc4bf394,00857,2,5,FINX,4,gaoguxijiazhitouzi,高股息价值投资,rc20200616,2.79,2020-06-20,0
﻿b0bdb832d0704f1b8e,02356,2,6,FINX,4,gaoguxijiazhitouzi,高股息价值投资,rc20200616,7.12,2020-06-20,0
﻿576fa2f2919c484886,00743,2,7,FINX,4,gaoguxijiazhitouzi,高股息价值投资,rc20200616,8.25,2020-06-20,0
﻿490b61f6426143a18b,01813,2,8,FINX,4,gaoguxijiazhitouzi,高股息价值投资,rc20200616,12.82,2020-06-20,0
﻿a2a7ce972ed64105a1,02007,2,9,FINX,4,gaoguxijiazhitouzi,高股息价值投资,rc20200616,10.02,2020-06-20,0
﻿70206bf3894942bf94,00150,2,0,SHAPEX,0,shangzhangqushi,上涨趋势跟踪,rc20200615,1.16,2020-06-20,0
﻿cac65720faef4c81ba,03908,2,1,SHAPEX,0,shangzhangqushi,上涨趋势跟踪,rc20200615,14.58,2020-06-20,0
﻿1ea85d8e9d6843ec98,06166,2,2,SHAPEX,0,shangzhangqushi,上涨趋势跟踪,rc20200615,3.08,2020-06-20,0
﻿4194b965016c4bec95,01141,2,3,SHAPEX,0,shangzhangqushi,上涨趋势跟踪,rc20200615,0.17,2020-06-20,0
﻿f1cf54a399564177ba,01168,2,4,SHAPEX,0,shangzhangqushi,上涨趋势跟踪,rc20200615,0.49,2020-06-20,0
﻿44b31fb955214cd48b,02048,2,5,SHAPEX,0,shangzhangqushi,上涨趋势跟踪,rc20200615,9.17,2020-06-20,0
﻿53748394103e4e3883,03333,2,6,SHAPEX,0,shangzhangqushi,上涨趋势跟踪,rc20200615,20.55,2020-06-20,0
﻿7cddef467489404a8c,00921,2,7,SHAPEX,0,shangzhangqushi,上涨趋势跟踪,rc20200615,9.25,2020-06-20,0
﻿f8a902c5b8474f01a5,00622,2,8,SHAPEX,0,shangzhangqushi,上涨趋势跟踪,rc20200615,0.95,2020-06-20,0
﻿cdd4f3ea533c4559a5,00388,2,9,SHAPEX,0,shangzhangqushi,上涨趋势跟踪,rc20200615,300.4,2020-06-20,0
﻿218cfc75b48445278b,06808,2,0,SHAPEX,1,xingaotupo,新高突破策略,rc20200615,12.98,2020-06-20,0
﻿7ab08c46765f465e83,01995,2,1,SHAPEX,1,xingaotupo,新高突破策略,rc20200615,12.74,2020-06-20,0
﻿8ae40ed697924dad85,00881,2,2,SHAPEX,1,xingaotupo,新高突破策略,rc20200615,42.0,2020-06-20,0
﻿f9f4b42cbe3042e89b,00772,2,3,SHAPEX,1,xingaotupo,新高突破策略,rc20200615,52.5,2020-06-20,0
﻿e1274b9334374ebaae,01177,2,4,SHAPEX,1,xingaotupo,新高突破策略,rc20200615,14.82,2020-06-20,0
﻿67e4b1ae9edb4bdd8c,00700,2,5,SHAPEX,1,xingaotupo,新高突破策略,rc20200615,460.4,2020-06-20,0
﻿f38b1a0ebce1406592,01513,2,6,SHAPEX,1,xingaotupo,新高突破策略,rc20200615,37.2,2020-06-20,0
﻿696f2524632c4d878f,00535,2,7,SHAPEX,1,xingaotupo,新高突破策略,rc20200615,1.43,2020-06-20,0
﻿1515a03b397346559d,03690,2,8,SHAPEX,1,xingaotupo,新高突破策略,rc20200615,174.0,2020-06-20,0
﻿de6d69c7db984f51be,01579,2,9,SHAPEX,1,xingaotupo,新高突破策略,rc20200615,74.1,2020-06-20,0
﻿2e2acb6032e341c1a6,00860,2,0,SHAPEX,2,changxiaying,长下影,rc20200615,0.39,2020-06-20,0
﻿000d3a4b101d434ea7,01936,2,1,SHAPEX,2,changxiaying,长下影,rc20200615,4.05,2020-06-20,0
﻿79bd90415c374b389a,01713,2,2,SHAPEX,2,changxiaying,长下影,rc20200615,2.06,2020-06-20,0
﻿a9cb9747f68846d9b7,06185,2,3,SHAPEX,2,changxiaying,长下影,rc20200615,185.3,2020-06-20,0
﻿b9be999343a04614af,00053,2,4,SHAPEX,2,changxiaying,长下影,rc20200615,115.8,2020-06-20,0
﻿d97bba300626481e9b,01376,2,5,SHAPEX,2,changxiaying,长下影,rc20200615,0.6,2020-06-20,0
﻿e0ddfd717c9943e19c,01030,2,6,SHAPEX,2,changxiaying,长下影,rc20200615,7.33,2020-06-20,0
﻿43a4f5fcc23b4e8fba,09928,2,7,SHAPEX,2,changxiaying,长下影,rc20200615,10.42,2020-06-20,0
﻿fc983ecf14924c4495,00582,2,8,SHAPEX,2,changxiaying,长下影,rc20200615,0.24,2020-06-20,0
﻿d870ed0913b74b42ae,00460,2,9,SHAPEX,2,changxiaying,长下影,rc20200615,0.75,2020-06-20,0
﻿a32d2408e2654cdeb9,01636,2,0,SHAPEX,3,chengjiaoliangshangyang,成交量上扬,rc20200615,0.4,2020-06-20,0
﻿a30930a3d5ea429684,00708,2,1,SHAPEX,3,chengjiaoliangshangyang,成交量上扬,rc20200615,10.56,2020-06-20,0
﻿3458611dc25a4a8eb3,03309,2,2,SHAPEX,3,chengjiaoliangshangyang,成交量上扬,rc20200615,6.28,2020-06-20,0
﻿251fb5e2555d4d498b,00082,2,3,SHAPEX,3,chengjiaoliangshangyang,成交量上扬,rc20200615,0.21,2020-06-20,0
﻿54271a0320f54da799,00579,2,4,SHAPEX,3,chengjiaoliangshangyang,成交量上扬,rc20200615,1.63,2020-06-20,0
﻿9795e366872e443b8e,01798,2,5,SHAPEX,3,chengjiaoliangshangyang,成交量上扬,rc20200615,0.94,2020-06-20,0
﻿0afc38c5cc364a1bb5,01753,2,6,SHAPEX,3,chengjiaoliangshangyang,成交量上扬,rc20200615,3.77,2020-06-20,0
﻿1155ecd91d8d44799a,00999,2,7,SHAPEX,3,chengjiaoliangshangyang,成交量上扬,rc20200615,1.17,2020-06-20,0
﻿ded20d0ef02b4f2db4,00127,2,8,SHAPEX,3,chengjiaoliangshangyang,成交量上扬,rc20200615,5.6,2020-06-20,0
﻿d5bbf0ed2c03455cac,01569,2,9,SHAPEX,3,chengjiaoliangshangyang,成交量上扬,rc20200615,1.15,2020-06-20,0
﻿604674d9ae8c4bf5bd,00582,2,0,SHAPEX,4,macddiweijincha,MACD低位金叉,rc20200615,0.24,2020-06-20,0
﻿fc646a4a0178428486,02356,2,1,SHAPEX,4,macddiweijincha,MACD低位金叉,rc20200615,7.12,2020-06-20,0
﻿4da4d5e9f1014e39a5,01723,2,2,SHAPEX,4,macddiweijincha,MACD低位金叉,rc20200615,3.52,2020-06-20,0
﻿243f0870f7cb4b8295,00078,2,3,SHAPEX,4,macddiweijincha,MACD低位金叉,rc20200615,3.18,2020-06-20,0
﻿abbdeb9ccc7f493598,00895,2,4,SHAPEX,4,macddiweijincha,MACD低位金叉,rc20200615,5.44,2020-06-20,0
﻿29f586fbef4d46728c,02060,2,5,SHAPEX,4,macddiweijincha,MACD低位金叉,rc20200615,3.14,2020-06-20,0
﻿417bc96be6954e1bac,06178,2,6,SHAPEX,4,macddiweijincha,MACD低位金叉,rc20200615,5.0,2020-06-20,0
﻿81476c3bfde8436fa3,03393,2,7,SHAPEX,4,macddiweijincha,MACD低位金叉,rc20200615,2.76,2020-06-20,0
﻿f31fbdbbdb5143a5b0,01212,2,8,SHAPEX,4,macddiweijincha,MACD低位金叉,rc20200615,6.95,2020-06-20,0
﻿6f96db45d11c47979a,03998,2,9,SHAPEX,4,macddiweijincha,MACD低位金叉,rc20200615,2.22,2020-06-20,0
﻿ad72343e0e6b46e9a8,03301,2,0,FINX,0,pbroejiazhitouzi,PB-ROE价值投资,rc20200616,7.11,2020-06-20,0
﻿396239660c8840ce80,01919,2,1,FINX,0,pbroejiazhitouzi,PB-ROE价值投资,rc20200616,2.35,2020-06-20,0
﻿ed90c2d7081645a68a,03883,2,2,FINX,0,pbroejiazhitouzi,PB-ROE价值投资,rc20200616,9.93,2020-06-20,0
﻿4c2814910c6c44d48f,01986,2,3,FINX,0,pbroejiazhitouzi,PB-ROE价值投资,rc20200616,1.23,2020-06-20,0
﻿00cd7c347c4f4af89e,02007,2,4,FINX,0,pbroejiazhitouzi,PB-ROE价值投资,rc20200616,10.02,2020-06-20,0
﻿96b7f2e2c3dc4e87bb,01238,2,5,FINX,0,pbroejiazhitouzi,PB-ROE价值投资,rc20200616,4.59,2020-06-20,0
﻿199dcb6c77574a6782,01339,2,6,FINX,0,pbroejiazhitouzi,PB-ROE价值投资,rc20200616,2.49,2020-06-20,0
﻿ee4133daa7a4428da8,00884,2,7,FINX,0,pbroejiazhitouzi,PB-ROE价值投资,rc20200616,6.42,2020-06-20,0
﻿3097637c15e54b9b9f,01233,2,8,FINX,0,pbroejiazhitouzi,PB-ROE价值投资,rc20200616,15.02,2020-06-20,0
﻿9bc3dc207b234891af,00656,2,9,FINX,0,pbroejiazhitouzi,PB-ROE价值投资,rc20200616,10.04,2020-06-20,0
﻿55230b1c6bba478e84,00733,2,0,FINX,1,xiaopanjiazhitouzi,小盘价值投资,rc20200616,1.7,2020-06-20,0
﻿9bd9c4980cd44b409c,02868,2,1,FINX,1,xiaopanjiazhitouzi,小盘价值投资,rc20200616,1.48,2020-06-20,0
﻿5918ed1984fe41af81,01361,2,2,FINX,1,xiaopanjiazhitouzi,小盘价值投资,rc20200616,0.99,2020-06-20,0
﻿9e3e707d74cf4cccbd,00732,2,3,FINX,1,xiaopanjiazhitouzi,小盘价值投资,rc20200616,0.75,2020-06-20,0
﻿231207a5ed3f4580a9,02009,2,4,FINX,1,xiaopanjiazhitouzi,小盘价值投资,rc20200616,1.62,2020-06-20,0
﻿8e098b198998482b9a,02866,2,5,FINX,1,xiaopanjiazhitouzi,小盘价值投资,rc20200616,0.77,2020-06-20,0
﻿f7b3b5fa0a67409fa1,01086,2,6,FINX,1,xiaopanjiazhitouzi,小盘价值投资,rc20200616,0.96,2020-06-20,0
﻿67c38e6957ca4ec395,01561,2,7,FINX,1,xiaopanjiazhitouzi,小盘价值投资,rc20200616,2.64,2020-06-20,0
﻿a24b84c107e1464b99,00086,2,8,FINX,1,xiaopanjiazhitouzi,小盘价值投资,rc20200616,3.06,2020-06-20,0
﻿1f60465d4f9d451ab0,02198,2,9,FINX,1,xiaopanjiazhitouzi,小盘价值投资,rc20200616,1.98,2020-06-20,0
﻿4182dc6cc7644b89a7,03378,2,0,FINX,2,chengzhangtouzi,成长投资,rc20200616,0.65,2020-06-20,0
﻿1c46ad1dbf704e5a9d,01898,2,1,FINX,2,chengzhangtouzi,成长投资,rc20200616,1.92,2020-06-20,0
﻿5952e89b95ed4f2d81,03396,2,2,FINX,2,chengzhangtouzi,成长投资,rc20200616,8.96,2020-06-20,0
﻿d48bef6839b3481680,00754,2,3,FINX,2,chengzhangtouzi,成长投资,rc20200616,8.55,2020-06-20,0
﻿5fa34d5b45f34f2e98,00733,2,4,FINX,2,chengzhangtouzi,成长投资,rc20200616,1.7,2020-06-20,0
﻿91823094da874e9ba1,03301,2,5,FINX,2,chengzhangtouzi,成长投资,rc20200616,7.11,2020-06-20,0
﻿93325fa0bf3c40dea4,00732,2,6,FINX,2,chengzhangtouzi,成长投资,rc20200616,0.75,2020-06-20,0
﻿e5f8139d155b492fb5,01361,2,7,FINX,2,chengzhangtouzi,成长投资,rc20200616,0.99,2020-06-20,0
﻿906fec32398d463e83,01366,2,8,FINX,2,chengzhangtouzi,成长投资,rc20200616,0.32,2020-06-20,0
﻿d8fe19e5d0b64630ad,01086,2,9,FINX,2,chengzhangtouzi,成长投资,rc20200616,0.96,2020-06-20,0
﻿2af744b4280c414d80,01986,2,0,FINX,3,xianjinweiwangtouzi,现金为王投资,rc20200616,1.23,2020-06-20,0
﻿ee3820cc3b29494d9c,01898,2,1,FINX,3,xianjinweiwangtouzi,现金为王投资,rc20200616,1.92,2020-06-20,0
﻿63b31ea5634740809b,01919,2,2,FINX,3,xianjinweiwangtouzi,现金为王投资,rc20200616,2.35,2020-06-20,0
﻿d3c78b5a7f0b4d7eb4,00182,2,3,FINX,3,xianjinweiwangtouzi,现金为王投资,rc20200616,0.32,2020-06-20,0
﻿c2beed4b87ca488299,02233,2,4,FINX,3,xianjinweiwangtouzi,现金为王投资,rc20200616,1.52,2020-06-20,0
﻿4d2da0d6830e4325bf,01238,2,5,FINX,3,xianjinweiwangtouzi,现金为王投资,rc20200616,4.59,2020-06-20,0
﻿e5fa7746d6c3406c83,03337,2,6,FINX,3,xianjinweiwangtouzi,现金为王投资,rc20200616,0.44,2020-06-20,0
﻿b5e1b750174046a28f,02686,2,7,FINX,3,xianjinweiwangtouzi,现金为王投资,rc20200616,1.06,2020-06-20,0
﻿904143e7916e4e1198,01558,2,8,FINX,3,xianjinweiwangtouzi,现金为王投资,rc20200616,14.88,2020-06-20,0
﻿1e2fad1c8a874d24a7,00956,2,9,FINX,3,xianjinweiwangtouzi,现金为王投资,rc20200616,1.93,2020-06-20,0
﻿1c63866f69e04c17a0,00832,2,0,FINX,4,gaoguxijiazhitouzi,高股息价值投资,rc20200616,3.82,2020-06-20,0
﻿bf97ef359f874f43bb,03339,2,1,FINX,4,gaoguxijiazhitouzi,高股息价值投资,rc20200616,2.44,2020-06-20,0
﻿3ee67f3a809d4bee95,00034,2,2,FINX,4,gaoguxijiazhitouzi,高股息价值投资,rc20200616,8.62,2020-06-20,0
﻿d73256e27ac64d53b6,01238,2,3,FINX,4,gaoguxijiazhitouzi,高股息价值投资,rc20200616,4.59,2020-06-20,0
﻿db3e9a51c427468a8a,03301,2,4,FINX,4,gaoguxijiazhitouzi,高股息价值投资,rc20200616,7.11,2020-06-20,0
﻿95b1d2e991aa4c679c,00857,2,5,FINX,4,gaoguxijiazhitouzi,高股息价值投资,rc20200616,2.79,2020-06-20,0
﻿453b4d530f6844f5bb,02356,2,6,FINX,4,gaoguxijiazhitouzi,高股息价值投资,rc20200616,7.12,2020-06-20,0
﻿86b5c1d832424f65ac,00743,2,7,FINX,4,gaoguxijiazhitouzi,高股息价值投资,rc20200616,8.25,2020-06-20,0
﻿c865dc2aa276436abe,01813,2,8,FINX,4,gaoguxijiazhitouzi,高股息价值投资,rc20200616,12.82,2020-06-20,0
﻿41d9f441c96a4a75be,02007,2,9,FINX,4,gaoguxijiazhitouzi,高股息价值投资,rc20200616,10.02,2020-06-20,0
